上市,6115,鎰勝,1998,1999/05/24,2000/07/31,,1999/07/31,,,0.5,0,0.5,3,0,3,3.5
上市,6115,鎰勝,1999,2000/05/26,,,2000/07/31,,,0,0,0,2,1,3,3
上市,6115,鎰勝,2000,2001/04/25,2001/07/05,,2001/07/05,,,0.6,0,0.6,2.4,0,2.4,3
上市,6115,鎰勝,2001,2002/05/21,2002/08/06,47.2,2002/08/06,47.2,,1,0,1,2,0,2,3
上市,6115,鎰勝,2002,2003/04/15,2003/08/07,56.5,2003/08/07,56.5,,1.49,0,1.49,1.49,0,1.49,2.98
上市,6115,鎰勝,2003,2004/05/27,2004/07/30,23.6,2004/07/30,23.6,,1,0,1,2,0,2,3
上市,6115,鎰勝,2004,2005/06/14,2005/08/10,27.3,2005/08/10,27.8,,1.18,0,1.18,0.98,0,0.98,2.16
上市,6115,鎰勝,2005,2006/06/14,2006/08/21,33.95,2006/08/21,33.95,,0.97,0,0.97,1.16,0,1.16,2.13
上市,6115,鎰勝,2006,2007/06/15,2007/08/16,51.6,2007/08/16,51.6,,2.47,0,2.47,0.99,0,0.99,3.46
上市,6115,鎰勝,2007,2008/06/13,2008/08/11,36.75,2008/08/11,36.75,,3,0,3,1,0,1,4
上市,6115,鎰勝,2008,2009/06/19,2009/08/10,48.55,2009/08/10,48.55,,2.46,0,2.46,0.49,0,0.49,2.95
上市,6115,鎰勝,2009,2010/06/14,2010/07/13,54,,,,4.5,0,4.5,0,0,0,4.5
上市,6115,鎰勝,2010,2011/06/17,2011/07/18,37.85,,,,3.5,0,3.5,0,0,0,3.5
上市,6115,鎰勝,2011,2012/06/21,2012/07/19,38.9,,,,3.5,0,3.5,0,0,0,3.5
上市,6115,鎰勝,2012,2013/06/21,2013/07/18,43.1,,,,3.14,0,3.14,0,0,0,3.14
上市,6115,鎰勝,2013,2014/06/25,2014/07/22,43.5,,,2014/08/15,3.44,0,3.44,0,0,0,3.44
上市,6115,鎰勝,2014,2015/06/18,2015/07/15,37.6,,,2015/08/05,3.09,0.4,3.49,0,0,0,3.49
上市,6115,鎰勝,2015,2016/06/20,2016/07/21,38.3,,,2016/08/12,3.09,0.4,3.49,0,0,0,3.49
上市,6115,鎰勝,2016,2017/06/21,2017/07/06,45.05,,,2017/08/02,4,0,4,0,0,0,4
