上市,5305,敦南,1994,1995/04/07,,,1995/07/28,10,,0,0,0,0.6,0,0.6,0.6
上市,5305,敦南,1995,1996/04/22,,,1996/07/04,49.3,,0,0,0,2,0,2,2
上市,5305,敦南,1996,1997/04/29,,,1997/06/12,54,,0,0,0,1.5,1,2.5,2.5
上市,5305,敦南,1997,1998/05/26,,,1998/06/29,43.9,,0,0,0,0.7,1,1.7,1.7
上市,5305,敦南,1998,1999/06/02,,,1999/07/12,26.8,,0,0,0,0.8,1,1.8,1.8
上市,5305,敦南,1999,2000/05/16,,,2000/07/04,34.1,,0,0,0,0.3,1,1.3,1.3
上市,5305,敦南,2000,2001/04/24,2001/06/14,19.98,2001/06/14,19.98,,0.3,0,0.3,0.6,0.7,1.3,1.6
上市,5305,敦南,2001,2002/05/23,,,2002/07/11,16.8,,0,0,0,0.4,0,0.4,0.4
上市,5305,敦南,2002,2003/05/16,2003/07/02,23.4,2003/07/02,23.4,,0.5,0,0.5,0.4,0,0.4,0.9
上市,5305,敦南,2003,2004/04/02,2004/06/10,25.4,2004/06/10,25.4,,0.73,0,0.73,0.73,0,0.73,1.46
上市,5305,敦南,2004,2005/06/23,2005/08/11,25.4,2005/08/11,25.4,,1.4,0,1.4,0.4,0.2,0.6,2
上市,5305,敦南,2005,2006/06/14,2006/07/21,28,2006/07/21,28,,1.4,0,1.4,0.6,0,0.6,2
上市,5305,敦南,2006,2007/06/15,2007/07/20,28.2,2007/07/20,28.2,,1.8,0,1.8,0.2,0,0.2,2
上市,5305,敦南,2007,2008/06/11,2008/07/24,16.85,2008/07/24,16.85,,1.7,0,1.7,0.1,0,0.1,1.8
上市,5305,敦南,2008,2009/06/10,2009/07/09,16.2,,,,0.6,0,0.6,0,0,0,0.6
上市,5305,敦南,2010,2011/06/24,2011/08/02,16.65,,,,0.7,0,0.7,0,0,0,0.7
上市,5305,敦南,2011,2012/06/15,2012/07/24,14.5,,,,0.4,0,0.4,0,0,0,0.4
上市,5305,敦南,2012,2013/06/25,2013/07/31,16.85,,,,0.3,0,0.3,0,0,0,0.3
上市,5305,敦南,2013,2014/06/12,2014/07/11,21.25,,,,0.3,0,0.3,0,0,0,0.3
上市,5305,敦南,2014,2015/06/15,2015/07/22,19.3,,,2015/08/25,1,0,1,0,0,0,1
上市,5305,敦南,2015,2016/06/13,2016/07/15,20.55,,,2016/08/18,1.2,0,1.2,0,0,0,1.2
上市,5305,敦南,2016,2017/06/16,2017/07/19,30,,,2017/08/18,1.2,0,1.2,0,0,0,1.2
