上市,3501,維熹,2005,2006/06/30,2006/08/31,,2006/08/31,,,1,0,1,1.5,0,1.5,2.5
上市,3501,維熹,2006,2007/06/28,2007/07/31,,2007/07/31,,,2,0,2,0.5,0,0.5,2.5
上市,3501,維熹,2007,2008/06/27,2008/08/11,42.05,2008/08/11,42.05,,2,0,2,0.5,0,0.5,2.5
上市,3501,維熹,2008,2009/06/16,2009/08/11,49.05,2009/08/11,49.05,,1.49,0,1.49,0.2,0,0.2,1.68
上市,3501,維熹,2009,2010/06/18,2010/08/11,58.1,2010/08/11,58.1,,3.5,0,3.5,0.2,0,0.2,3.7
上市,3501,維熹,2010,2011/06/10,2011/07/22,41.2,2011/07/22,41.2,,3.8,0,3.8,0.2,0,0.2,4
上市,3501,維熹,2011,2012/06/19,2012/07/16,38.8,,,,3,0,3,0,0,0,3
上市,3501,維熹,2012,2013/06/17,2013/07/10,49.3,,,,3.2,0,3.2,0,0,0,3.2
上市,3501,維熹,2013,2014/06/26,2014/07/23,52.8,,,2014/08/15,3,0,3,0,0,0,3
上市,3501,維熹,2014,2015/06/11,2015/07/28,37.9,,,2015/08/20,2.6,0,2.6,0,0,0,2.6
上市,3501,維熹,2015,2016/06/27,2016/08/03,51.4,,,2016/08/30,4,0,4,0,0,0,4
上市,3501,維熹,2016,2017/06/15,2017/07/27,49.6,,,2017/08/30,4,0,4,0,0,0,4
