上市,2420,新巨,1993,1994/05/31,,,1994/10/24,,,0,0,0,2.63,0,2.63,2.63
上市,2420,新巨,1994,1995/05/06,,,1995/05/29,,,0,0,0,1.4,0.4,1.8,1.8
上市,2420,新巨,1996,1997/04/16,,,1997/06/12,63.5,,0,0,0,1.5,0,1.5,1.5
上市,2420,新巨,1997,1998/05/08,,,1998/06/29,43.6,,0,0,0,1.5,0.5,2,2
上市,2420,新巨,1998,1999/06/08,1999/07/20,22.3,1999/07/20,22.3,,0.6,0,0.6,0.57,0.83,1.4,2
上市,2420,新巨,1999,2000/06/20,2000/08/01,23.13,2000/08/01,23.13,,1,0,1,0.29,0.71,1,2
上市,2420,新巨,2000,2001/06/28,2001/08/22,13.71,2001/08/22,13.71,,0.5,0,0.5,0.5,0,0.5,1
上市,2420,新巨,2001,2002/06/12,2002/08/27,27.9,2002/08/27,27.9,,0.5,0,0.5,0.5,0,0.5,1
上市,2420,新巨,2002,2003/06/18,2003/09/09,22.6,2003/09/09,22.6,,0.9,0,0.9,0.9,0,0.9,1.8
上市,2420,新巨,2003,2004/06/15,2004/08/18,14.4,2004/08/18,14.4,,0.96,0,0.96,0.54,0.3,0.84,1.8
上市,2420,新巨,2004,2005/06/15,2005/07/29,20.2,2005/07/29,20.2,,0.9,0,0.9,0.67,0.23,0.9,1.8
上市,2420,新巨,2005,2006/06/14,2006/07/27,24.25,2006/07/27,24.25,,1,0,1,1,0,1,2
上市,2420,新巨,2006,2007/06/13,2007/08/07,33.65,2007/08/07,33.65,,1.5,0,1.5,1,0,1,2.5
上市,2420,新巨,2007,2008/06/13,2008/07/25,17.15,2008/07/25,17.15,,1.5,0,1.5,0.44,0.06,0.5,2
上市,2420,新巨,2008,2009/06/19,2009/07/14,12.35,,,,0.8,0,0.8,0,0,0,0.8
上市,2420,新巨,2009,2010/06/17,2010/07/12,24.35,,,,1,0,1,0,0,0,1
上市,2420,新巨,2010,2011/06/10,2011/07/15,23.6,,,,1.8,0,1.8,0,0,0,1.8
上市,2420,新巨,2011,2012/06/06,2012/07/17,20.8,,,,2,0,2,0,0,0,2
上市,2420,新巨,2012,2013/05/30,2013/07/29,27.25,,,,2,0,2,0,0,0,2
上市,2420,新巨,2013,2014/06/25,2014/08/04,45.05,,,2014/08/29,2.8,0,2.8,0,0,0,2.8
上市,2420,新巨,2014,2015/06/15,2015/07/22,38.5,,,2015/08/14,3.5,0,3.5,0,0,0,3.5
上市,2420,新巨,2015,2016/06/08,2016/07/01,36.9,,,2016/08/01,2.5,0,2.5,0,0,0,2.5
上市,2420,新巨,2016,2017/06/13,2017/08/29,35.05,,,2017/10/16,3,0,3,0,0,0,3
