上市,6257,矽格,2002,2003/06/25,2003/10/02,50.5,2003/10/02,50.5,,0.5,0,0.5,1.5,0,1.5,2
上市,6257,矽格,2003,2004/05/18,2004/08/03,20.8,2004/08/03,20.8,,0.81,0,0.81,2.02,0,2.02,2.83
上市,6257,矽格,2004,2005/06/13,2005/08/17,18.75,2005/08/17,18.75,,1.1,0,1.1,0.65,0,0.65,1.75
上市,6257,矽格,2005,2006/06/12,2006/08/11,17.75,2006/08/11,17.75,,0.51,0,0.51,0.39,0.02,0.41,0.92
上市,6257,矽格,2006,2007/06/13,2007/08/14,22.75,2007/08/14,22.75,,1.44,0,1.44,0.08,0,0.08,1.52
上市,6257,矽格,2007,2008/06/13,2008/08/14,14.85,2008/08/14,14.85,,1.08,0,1.08,0.51,0,0.51,1.59
上市,6257,矽格,2008,2009/06/10,2009/07/15,12,,,,0.5,0,0.5,0,0,0,0.5
上市,6257,矽格,2009,2010/06/15,2010/07/28,25.75,,,,1.2,0,1.2,0,0,0,1.2
上市,6257,矽格,2010,2011/06/22,2011/08/16,20.1,,,,2.27,0,2.27,0,0,0,2.27
上市,6257,矽格,2011,2012/06/06,2012/07/10,21.05,,,,0.81,0.81,1.62,0,0,0,1.62
上市,6257,矽格,2012,2013/05/30,2013/06/19,26.15,,,,1.05,1.05,2.1,0,0,0,2.1
上市,6257,矽格,2013,2014/06/06,2014/07/22,35.8,,,2014/08/08,0.9,0.9,1.8,0,0,0,1.8
上市,6257,矽格,2014,2015/06/02,2015/07/23,23.5,,,2015/08/11,1.06,1.06,2.12,0,0,0,2.12
上市,6257,矽格,2015,2016/06/20,2016/07/28,23.05,,,2016/08/17,1,0.6,1.6,0,0,0,1.6
上市,6257,矽格,2016,2017/06/15,2017/08/07,26.85,,,2017/08/25,1.65,0,1.65,0,0,0,1.65
