上市,1308,亞聚,1989,1990/05/17,1990/04/16,85,1990/09/21,26.72,,1,0,1,1,0,1,2
上市,1308,亞聚,1990,1991/05/03,1991/06/05,43.5,,,,2,0,2,0,0,0,2
上市,1308,亞聚,1991,1992/05/22,1992/06/24,39.5,,,,2,0,2,0,0,0,2
上市,1308,亞聚,1992,1993/05/14,1993/06/12,35.7,,,,2,0,2,0,0,0,2
上市,1308,亞聚,1993,1994/05/25,1994/06/23,43.2,,,,0.8,0,0.8,0,0,0,0.8
上市,1308,亞聚,1994,1995/06/16,1995/07/06,33.8,,,,2.2,0,2.2,0,0,0,2.2
上市,1308,亞聚,1995,1996/06/07,1996/07/05,49.5,,,,2.5,0,2.5,0,0,0,2.5
上市,1308,亞聚,1996,1997/05/28,1997/06/21,62,1997/08/19,46.4,,2.5,0,2.5,1.7,0.8,2.5,5
上市,1308,亞聚,1997,1998/05/20,1998/06/08,35,1998/07/24,31.56,,1,0,1,1.5,0,1.5,2.5
上市,1308,亞聚,1998,1999/05/31,1999/06/24,35.2,1999/07/26,39.33,,1.5,0,1.5,0.25,0.25,0.5,2
上市,1308,亞聚,1999,2000/06/02,2000/06/26,30.4,,,,1.3,0,1.3,0,0,0,1.3
上市,1308,亞聚,2000,2001/06/18,2001/07/11,9.1,,,,0.5,0,0.5,0,0,0,0.5
上市,1308,亞聚,2002,2003/06/10,2003/07/15,18.5,,,,0.8,0,0.8,0,0,0,0.8
上市,1308,亞聚,2003,2004/06/25,2004/08/26,15.2,2004/08/26,15.2,,0.2,0,0.2,0.8,0,0.8,1
上市,1308,亞聚,2004,2005/06/09,2005/08/24,13.2,2005/08/24,13.2,,0.6,0,0.6,0.6,0,0.6,1.2
上市,1308,亞聚,2005,2006/06/12,2006/07/19,11.5,,,,0.8,0,0.8,0,0,0,0.8
上市,1308,亞聚,2006,2007/06/15,2007/07/19,20.45,,,,1,0,1,0,0,0,1
上市,1308,亞聚,2007,2008/06/13,2008/07/22,21.85,,,,2,0,2,0,0,0,2
上市,1308,亞聚,2008,2009/06/10,2009/07/23,20.2,,,,1,0,1,0,0,0,1
上市,1308,亞聚,2009,2010/06/15,2010/08/12,24.85,2010/08/12,24.85,,0.6,0,0.6,2,0,2,2.6
上市,1308,亞聚,2010,2011/06/10,2011/08/09,44.4,2011/08/09,44.4,,1.5,0,1.5,2.5,0,2.5,4
上市,1308,亞聚,2011,2012/06/19,2012/08/09,30.25,2012/08/09,30.25,,1,0,1,2,0,2,3
上市,1308,亞聚,2012,2013/06/10,2013/07/30,23.4,,,,1,0,1,0,0,0,1
上市,1308,亞聚,2013,2014/06/06,2014/07/23,23.85,,,2014/08/22,1,0,1,0,0,0,1
上市,1308,亞聚,2014,2015/06/02,2015/07/30,15.3,2015/07/30,15.3,2015/08/28,0.3,0,0.3,0.5,0,0.5,0.8
上市,1308,亞聚,2015,2016/06/08,2016/08/18,17.45,2016/08/18,17.45,2016/09/10,0.6,0,0.6,0.2,0,0.2,0.8
上市,1308,亞聚,2016,2017/06/08,2017/07/27,17.95,2017/07/27,17.95,2017/08/25,0.6,0,0.6,0.3,0,0.3,0.9
