上市,2207,和泰車,1991,1992/05/22,1992/05/22,,1992/08/31,,,2,0,2,2.3,0.7,3,5
上市,2207,和泰車,1992,1993/03/26,,,1993/08/20,,,0,0,0,1.3,0.7,2,2
上市,2207,和泰車,1993,1994/05/27,1994/06/02,,1994/08/28,,,2,0,2,1.6,0.4,2,4
上市,2207,和泰車,1994,1995/06/13,1995/06/28,,1995/08/18,,,1,0,1,2,2,4,5
上市,2207,和泰車,1995,1996/05/10,1996/05/31,,1996/10/21,,,0.4,0,0.4,0.75,2,2.75,3.15
上市,2207,和泰車,1996,1997/05/16,1997/05/31,47.5,1997/07/15,42.19,,1.5,0,1.5,0,0.5,0.5,2
上市,2207,和泰車,1997,1998/05/15,1998/06/03,42.5,1998/07/09,43.91,,0.5,0,0.5,0.5,1,1.5,2
上市,2207,和泰車,1998,1999/05/19,1999/06/04,30.2,1999/08/13,26.57,,1,0,1,0,0.5,0.5,1.5
上市,2207,和泰車,1999,2000/05/24,2000/06/13,23.5,2000/08/15,24.85,,1,0,1,0,0.5,0.5,1.5
上市,2207,和泰車,2001,2002/06/20,2002/07/09,,,,,1.5,0,1.5,0,0,0,1.5
上市,2207,和泰車,2002,2003/06/18,2003/07/07,27.5,,,,1.8,0,1.8,0,0,0,1.8
上市,2207,和泰車,2003,2004/06/18,2004/07/08,48,,,,2.5,0,2.5,0,0,0,2.5
上市,2207,和泰車,2004,2005/06/14,2005/07/05,73.5,,,,4,0,4,0,0,0,4
上市,2207,和泰車,2005,2006/06/14,2006/07/04,68.8,,,,5.5,0,5.5,0,0,0,5.5
上市,2207,和泰車,2006,2007/06/13,2007/07/03,80.8,,,,4.2,0,4.2,0,0,0,4.2
上市,2207,和泰車,2007,2008/06/13,2008/07/03,89.5,,,,4.2,0,4.2,0,0,0,4.2
上市,2207,和泰車,2008,2009/06/16,2009/07/07,70.1,,,,2.5,0,2.5,0,0,0,2.5
上市,2207,和泰車,2009,2010/06/22,2010/07/13,79.1,,,,4,0,4,0,0,0,4
上市,2207,和泰車,2010,2011/06/24,2011/07/14,105.5,,,,6,0,6,0,0,0,6
上市,2207,和泰車,2011,2012/06/21,2012/07/12,192,,,,8,0,8,0,0,0,8
上市,2207,和泰車,2012,2013/06/28,2013/07/17,396,,,,9,0,9,0,0,0,9
上市,2207,和泰車,2013,2014/06/18,2014/07/31,420.5,,,2014/08/20,12.6,0,12.6,0,0,0,12.6
上市,2207,和泰車,2014,2015/06/25,2015/07/16,407,,,2015/08/05,10.5,0,10.5,0,0,0,10.5
上市,2207,和泰車,2015,2016/06/21,2016/07/18,317.5,,,2016/08/10,12,0,12,0,0,0,12
上市,2207,和泰車,2016,2017/06/22,2017/07/18,369,,,2017/08/10,12,0,12,0,0,0,12
