上市,1726,永記,1995,1996/06/22,1996/08/28,,1996/08/28,,,1,0,1,1,0,1,2
上市,1726,永記,1996,1997/06/12,1997/07/12,,1997/09/22,,,1.25,0,1.25,1.25,0,1.25,2.5
上市,1726,永記,1997,1998/03/27,,,1998/05/18,,,0,0,0,2,1,3,3
上市,1726,永記,1998,1999/06/11,1999/07/31,52.5,1999/07/31,52.5,,1.5,0,1.5,1.5,0,1.5,3
上市,1726,永記,1999,2000/06/09,2000/08/24,40.3,2000/08/24,40.3,,1.5,0,1.5,1.5,0,1.5,3
上市,1726,永記,2000,2001/06/08,2001/07/17,28.1,,,,2,0,2,0,0,0,2
上市,1726,永記,2001,2002/06/07,2002/07/11,41.9,,,,2,0,2,0,0,0,2
上市,1726,永記,2002,2003/06/20,2003/07/29,37.6,2003/07/29,37.6,,2,0,2,0.24,0,0.24,2.24
上市,1726,永記,2003,2004/06/18,2004/07/19,38.2,,,,2,0,2,0,0,0,2
上市,1726,永記,2004,2005/06/10,2005/07/14,39.7,,,,2.5,0,2.5,0,0,0,2.5
上市,1726,永記,2005,2006/06/16,2006/07/18,37.8,,,,2.2,0,2.2,0,0,0,2.2
上市,1726,永記,2006,2007/06/22,2007/07/09,58.5,,,,2.5,0,2.5,0,0,0,2.5
上市,1726,永記,2007,2008/06/20,2008/07/24,38.95,2008/07/24,38.95,,2,0,2,0.13,0,0.13,2.13
上市,1726,永記,2008,2009/06/19,2009/08/04,39.2,,,,1.8,0,1.8,0,0,0,1.8
上市,1726,永記,2009,2010/06/18,2010/07/06,42.95,,,,2.5,0,2.5,0,0,0,2.5
上市,1726,永記,2010,2011/06/17,2011/08/02,46.4,,,,2.5,0,2.5,0,0,0,2.5
上市,1726,永記,2011,2012/06/29,2012/09/03,60.8,,,,2.5,0,2.5,0,0,0,2.5
上市,1726,永記,2012,2013/06/21,2013/08/26,73.6,,,,3.5,0,3.5,0,0,0,3.5
上市,1726,永記,2013,2014/06/16,2014/08/28,83,,,2014/09/26,4.2,0,4.2,0,0,0,4.2
上市,1726,永記,2014,2015/06/12,2015/08/27,62,,,2015/09/25,3.8,0,3.8,0,0,0,3.8
上市,1726,永記,2015,2016/06/30,2016/08/18,75.9,,,2016/09/14,3.8,0,3.8,0,0,0,3.8
上市,1726,永記,2016,2017/06/23,2017/08/21,79.4,,,2017/09/22,4,0,4,0,0,0,4
