上市,3036,文曄,1998,1999/03/30,,,1999/05/15,,,0,0,0,0.75,0,0.75,0.75
上市,3036,文曄,1999,2000/04/06,,,2000/05/07,,,0,0,0,2,0,2,2
上市,3036,文曄,2000,2001/05/02,2001/06/05,40.57,2001/06/05,40.57,,0.4,0,0.4,1.6,0.5,2.1,2.5
上市,3036,文曄,2002,2003/05/23,2003/08/12,31.9,2003/08/12,31.9,,1.84,0,1.84,0.46,0,0.46,2.3
上市,3036,文曄,2003,2004/06/15,2004/08/03,20.6,2004/08/03,20.6,,1.47,0,1.47,0.49,0,0.49,1.96
上市,3036,文曄,2004,2005/05/25,2005/08/18,16.8,2005/08/18,16.8,,0.75,0,0.75,1.25,0.5,1.75,2.5
上市,3036,文曄,2005,2006/06/14,2006/10/02,21.7,2006/10/02,21.7,,1.01,0,1.01,0.3,0,0.3,1.31
上市,3036,文曄,2006,2007/06/15,2007/08/17,36.7,2007/08/17,36.7,,2.19,0,2.19,0.3,0,0.3,2.49
上市,3036,文曄,2007,2008/06/13,2008/08/05,23.5,2008/08/05,23.5,,1.99,0,1.99,0.5,0,0.5,2.49
上市,3036,文曄,2008,2009/06/16,2009/09/04,22.25,2009/09/04,22.25,,1.04,0,1.04,0.09,0,0.09,1.13
上市,3036,文曄,2009,2010/06/15,2010/07/28,38.3,,,,1.96,0,1.96,0,0,0,1.96
上市,3036,文曄,2010,2011/06/15,2011/07/27,50.6,2011/07/27,50.6,,3.79,0,3.79,0.2,0,0.2,3.99
上市,3036,文曄,2011,2012/06/13,2012/08/02,35.05,2012/08/02,35.05,,2.7,0,2.7,0.3,0,0.3,3
上市,3036,文曄,2012,2013/06/19,2013/07/23,32.9,,,,2.1,0,2.1,0,0,0,2.1
上市,3036,文曄,2013,2014/06/06,2014/07/29,40.9,2014/07/29,40.9,2014/09/10,2.5,0,2.5,0.5,0,0.5,3
上市,3036,文曄,2014,2015/06/10,2015/07/31,37.8,2015/01/13,48.05,2015/09/04,3,0,3,1,0,1,4
上市,3036,文曄,2015,2016/06/03,2016/08/04,39.4,2016/08/04,39.4,2016/09/05,2.9,0,2.9,0.5,0,0.5,3.4
上市,3036,文曄,2016,2017/06/26,2017/08/03,43.4,,,2017/08/31,2.4,0,2.4,0,0,0,2.4
