上市,2706,第一店,1989,1990/02/25,1990/02/25,,,,,1.04,0,1.04,0,0,0,1.04
上市,2706,第一店,1990,1991/03/14,,,1991/07/20,,,0,0,0,2.6,0.2,2.8,2.8
上市,2706,第一店,1991,1992/04/28,1992/05/20,,1992/09/07,63.5,,1,0,1,0.35,0.15,0.5,1.5
上市,2706,第一店,1992,1993/04/30,1993/05/29,,1993/08/16,,,0.75,0,0.75,0.75,0,0.75,1.5
上市,2706,第一店,1993,1994/05/28,1994/06/25,,1994/08/30,,,1,0,1,0,0.5,0.5,1.5
上市,2706,第一店,1994,1995/05/26,1995/07/05,,1995/08/10,24.8,,0.7,0,0.7,0,0.5,0.5,1.2
上市,2706,第一店,1997,1998/05/26,1998/06/11,,,,,0.5,0,0.5,0,0,0,0.5
上市,2706,第一店,1998,1999/06/25,,,1999/08/26,151,,0,0,0,1.06,0,1.06,1.06
上市,2706,第一店,1999,2000/05/26,2000/09/07,,2000/09/07,,,0.16,0,0.16,0.9,0,0.9,1.06
上市,2706,第一店,2001,2002/06/28,2002/09/19,21.17,2002/09/19,21.17,,0.18,0,0.18,1.2,0,1.2,1.38
上市,2706,第一店,2002,2003/06/24,2003/09/09,15.5,2003/09/09,15.5,,0.21,0,0.21,0.8,0,0.8,1.01
上市,2706,第一店,2003,2004/06/25,2004/09/16,16.9,2004/09/16,16.9,,0.13,0,0.13,0.6,0,0.6,0.73
上市,2706,第一店,2004,2005/06/24,2005/09/16,22.1,2005/09/16,22.1,,0.14,0,0.14,0.85,0,0.85,0.99
上市,2706,第一店,2005,2006/06/20,2006/09/14,28.15,2006/09/14,28.15,,0.11,0,0.11,0.7,0,0.7,0.81
上市,2706,第一店,2006,2007/06/28,2007/09/11,31.4,2007/09/11,31.4,,0.24,0,0.24,2.4,0,2.4,2.64
上市,2706,第一店,2007,2008/06/03,2008/09/09,22.25,2008/09/09,22.25,,0.14,0,0.14,1,0,1,1.14
上市,2706,第一店,2008,2009/06/16,2009/09/15,24.25,2009/09/15,24.25,,0.1,0,0.1,1,0,1,1.1
上市,2706,第一店,2009,2010/06/17,2010/09/20,30,2010/09/20,30,,0.12,0,0.12,0.9,0,0.9,1.02
上市,2706,第一店,2010,2011/06/28,2011/09/20,21.9,2011/09/20,21.9,,0.1,0,0.1,0.8,0,0.8,0.9
上市,2706,第一店,2011,2012/06/27,2012/09/18,20.45,2012/09/18,20.45,,0.11,0,0.11,0.5,0,0.5,0.61
上市,2706,第一店,2012,2013/06/19,2013/08/27,18.6,2013/08/27,18.6,,0.15,0,0.15,0.56,0,0.56,0.71
上市,2706,第一店,2013,2014/06/27,2014/08/27,19.65,2014/08/27,19.65,2014/10/09,0.14,0,0.14,0.6,0,0.6,0.74
上市,2706,第一店,2014,2015/06/02,2015/08/27,17.95,2015/08/27,17.95,2015/10/14,0.18,0,0.18,0.72,0,0.72,0.9
上市,2706,第一店,2015,2016/06/23,2016/08/23,16.95,2016/08/23,16.95,2016/10/07,0.18,0,0.18,0.72,0,0.72,0.9
上市,2706,第一店,2016,2017/06/20,2017/08/22,15.45,2017/08/22,15.45,2017/10/06,0.2,0,0.2,0.8,0,0.8,1
