上市,2032,新鋼,1992,1993/06/04,,,1993/08/13,,,0,0,0,1.2,0,1.2,1.2
上市,2032,新鋼,1993,1994/06/02,1994/07/21,,1994/08/21,,,0.5,0,0.5,0,0.5,0.5,1
上市,2032,新鋼,1994,1995/06/08,1995/06/24,,1995/08/04,,,1.25,0,1.25,1.25,0,1.25,2.5
上市,2032,新鋼,1995,1996/06/25,1996/07/13,,1996/08/08,,,1.5,0,1.5,0.25,0.25,0.5,2
上市,2032,新鋼,1999,2000/06/07,2000/06/22,,2000/08/09,,,0.5,0,0.5,0.9,0.1,1,1.5
上市,2032,新鋼,2000,2001/06/20,2001/07/09,,2001/08/20,,,0.7,0,0.7,0.2,0.1,0.3,1
上市,2032,新鋼,2001,2002/06/19,2002/07/08,,2002/08/14,,,0.5,0,0.5,0.3,0,0.3,0.8
上市,2032,新鋼,2002,2003/06/20,2003/07/08,22,2003/08/29,23.6,,1,0,1,0.2,0,0.2,1.2
上市,2032,新鋼,2003,2004/06/11,2004/06/30,24.3,2004/08/20,20.1,,0.5,0,0.5,1,0,1,1.5
上市,2032,新鋼,2004,2005/06/16,2005/07/04,16.8,2005/08/22,14.1,,1.5,0,1.5,0.5,0,0.5,2
上市,2032,新鋼,2006,2007/06/13,2007/07/03,35.65,2007/08/14,27,,0.5,0,0.5,2.5,0,2.5,3
上市,2032,新鋼,2007,2008/06/19,2008/07/14,16.05,,,,0.5,0,0.5,0,0,0,0.5
上市,2032,新鋼,2009,2010/06/17,2010/07/02,16.65,,,,0.2,0,0.2,0,0,0,0.2
上市,2032,新鋼,2010,2011/06/10,2011/06/27,15.5,2011/08/25,13.8,,0.4,0,0.4,0.2,0,0.2,0.6
上市,2032,新鋼,2011,2012/06/18,2012/08/21,9.9,2012/08/21,9.9,,0.1,0,0.1,0.1,0,0.1,0.2
上市,2032,新鋼,2013,2014/06/23,2014/07/14,11.7,,,,0.75,0,0.75,0,0,0,0.75
上市,2032,新鋼,2014,2015/06/08,2015/07/06,10,,,2015/07/31,0.25,0,0.25,0,0,0,0.25
上市,2032,新鋼,2015,2016/06/08,2016/06/27,8.95,,,2016/07/22,0.2,0,0.2,0,0,0,0.2
上市,2032,新鋼,2016,2017/06/08,2017/06/26,9.56,,,2017/07/21,0.4,0,0.4,0,0,0,0.4
