ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计,RSV,K9
2017/12/01,4699705,237752721,50.8,50.8,50.4,50.6,X0.00,2828,99.61,50
2017/12/04,1702743,86205493,50.6,50.8,50.5,50.6,0.00,1001,99.61,50
2017/12/05,1482786,74898791,50.6,50.6,50.4,50.5,-0.10,691,99.41,50
2017/12/06,1153368,58114368,50.5,50.5,50.3,50.3,-0.20,587,99.02,50
2017/12/07,362262,18227430,50.3,50.4,50.3,50.3,0.00,275,99.02,50
2017/12/08,420088,21133135,50.3,50.4,50.3,50.3,0.00,290,99.02,50
2017/12/11,274805,13825456,50.3,50.4,50.3,50.3,0.00,191,99.02,50
2017/12/12,370008,18607700,50.3,50.3,50.2,50.2,-0.10,288,98.82,50
2017/12/13,496056,24908827,50.2,50.3,50.2,50.3,+0.10,253,16.67,50
2017/12/14,556197,27921007,50.3,50.3,50.1,50.2,-0.10,320,14.29,38.1
2017/12/15,346939,17415030,50.2,50.3,50.1,50.2,0.00,271,20.0,32.07
2017/12/18,204868,10275385,50.2,50.3,50.1,50.1,-0.10,154,0.0,21.38
2017/12/19,572495,28682299,50.2,50.2,50.0,50.1,0.00,396,25.0,22.59
2017/12/20,495347,24814983,50.1,50.2,50.0,50.1,0.00,183,25.0,23.39
2017/12/21,111968,5604983,50.1,50.1,50.0,50.1,0.00,72,25.0,23.93
2017/12/22,394000,19706900,50.1,50.1,50.0,50.1,0.00,271,33.33,27.06
2017/12/25,437001,21855650,50.1,50.1,50.0,50.1,0.00,163,33.33,29.15
2017/12/26,279000,13960800,50.1,50.1,50.0,50.1,0.00,133,33.33,30.54
2017/12/27,500795,25045828,50.1,50.1,50.0,50.1,0.00,210,33.33,31.47
2017/12/28,852607,42635500,50.0,50.1,49.95,50.0,-0.10,274,14.29,25.74
2017/12/29,301630,15084762,50.0,50.1,50.0,50.1,+0.10,160,60.0,37.16
2018/01/02,133534,6685600,50.0,50.1,50.0,50.0,-0.10,122,20.0,31.44
2018/01/03,242000,12121000,50.1,50.1,50.0,50.1,+0.10,94,100.0,54.29
2018/01/04,271864,13620885,50.1,50.2,50.1,50.1,0.00,118,60.0,56.19
2018/01/05,369245,18499072,50.1,50.1,50.0,50.1,0.00,138,60.0,57.46
2018/01/08,91000,4554100,50.1,50.1,50.0,50.1,0.00,64,60.0,58.31
2018/01/09,847000,42359800,50.1,50.1,50.0,50.1,0.00,266,60.0,58.87
2018/01/10,203602,10189300,50.1,50.1,50.0,50.1,0.00,114,60.0,59.25
2018/01/11,334000,16729100,50.0,50.1,50.0,50.1,0.00,150,50.0,56.17
2018/01/12,163044,8164804,50.1,50.1,50.0,50.1,0.00,65,50.0,54.11
2018/01/15,316000,15826600,50.1,50.1,50.0,50.1,0.00,136,50.0,52.74
2018/01/16,294010,14710101,50.1,50.1,50.0,50.0,-0.10,56,0.0,35.16
2018/01/17,109099,5462579,50.1,50.1,50.0,50.1,+0.10,65,100.0,56.77
2018/01/18,812165,40618866,50.1,50.1,50.0,50.1,0.00,205,100.0,71.18
2018/01/19,113684,5692564,50.1,50.1,50.0,50.1,0.00,66,100.0,80.79
2018/01/22,506000,25340200,50.1,50.1,50.0,50.1,0.00,191,100.0,87.19
2018/01/23,306000,15305400,50.1,50.1,50.0,50.0,-0.10,127,0.0,58.13
2018/01/24,86000,4306100,50.1,50.1,50.0,50.1,+0.10,49,100.0,72.09
2018/01/25,183000,9159900,50.0,50.1,50.0,50.1,0.00,69,100.0,81.39
2018/01/26,178598,8934400,50.0,50.1,50.0,50.1,0.00,75,100.0,87.59
2018/01/29,347830,17394365,50.0,50.1,50.0,50.0,-0.10,160,0.0,58.39
2018/01/30,114000,5700400,50.0,50.1,50.0,50.0,0.00,66,0.0,38.93
2018/01/31,86000,4302500,50.0,50.1,50.0,50.1,+0.10,48,100.0,59.29
2018/02/01,103044,5155804,50.1,50.1,50.0,50.1,0.00,67,100.0,72.86
2018/02/02,85427,4276850,50.1,50.1,50.0,50.0,-0.10,54,0.0,48.57
2018/02/05,321138,16058800,50.0,50.1,50.0,50.1,+0.10,187,100.0,65.71
2018/02/06,626746,31304450,50.0,50.0,49.85,50.0,-0.10,296,60.0,63.81
2018/02/07,274030,13694350,49.95,50.0,49.95,50.0,0.00,114,60.0,62.54
2018/02/08,173342,8662650,50.0,50.0,49.95,50.0,0.00,75,60.0,61.69
2018/02/09,364100,18179800,49.95,50.0,49.9,50.0,0.00,172,60.0,61.13
2018/02/12,355030,17732348,49.95,50.0,49.9,50.0,0.00,110,60.0,60.75
2018/02/21,257860,12901355,50.0,50.1,50.0,50.1,+0.10,111,100.0,73.83
2018/02/22,229651,11503016,50.1,50.1,50.0,50.1,0.00,100,100.0,82.55
2018/02/23,127000,6360700,50.1,50.1,50.0,50.1,0.00,48,100.0,88.37
